tag,model,seed,status,wall_clock_min,metrics_mse,metrics_mae,metrics_mspe,pred_sha256,true_sha256,dir,ingested_orphan
AUDUSD,revin-DLinear,2021,stall,15.09,,,,,,,0
USDCAD,DeReFusion,2021,ok,41.26,0.1481016278,0.2935700119,0.0496307425,28322dc0f67d6421431cd2888dd57f5be538f88ff6f5b1dd532ff1989192dd1d,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\USDCAD_DeReFusion,0
USDCAD,revin-DLinear,2021,stall,31.31,,,,,,,0
GOLD,DeReFusion,2021,ok,49.29,0.2620559037,0.3604030907,0.0085525457,7cb3e56c046ab410d7274d5331e3208816c10fab99bf19a353adf1533db9efd1,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\GOLD_DeReFusion,0
GOLD,revin-DLinear,2021,stall,14.08,,,,,,,0
WTI,DeReFusion,2021,stall,26.15,,,,,,,0
WTI,revin-DLinear,2021,stall,15.08,,,,,,,0
GLD,DeReFusion,2021,ok,42.22,0.3107882440,0.3912161589,0.0100554628,cf1baabcc40cdda82dfacd0cdd4670704f7b09f9c8b4ad9b4a73db6b7604718c,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\GLD_DeReFusion,0
GLD,revin-DLinear,2021,stall,13.08,,,,,,,0
TLT,DeReFusion,2021,ok,32.17,0.0381368883,0.1548219323,0.0060443110,1f46194de96e8bcf8bd1aea246bf1cd12dbd71354d6d8e046181604d21aa4818,2eca3dfab076ee37ddc70ac7d409f8754b768803f524a716cf62406976abc7c3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\TLT_DeReFusion,0
TLT,revin-DLinear,2021,stall,29.15,,,,,,,0
HSI,DeReFusion,2022,ok,51.26,0.1408759654,0.2697930634,40.2953376770,19d786718c44370bd718f924f952bc5a84c2f9316f9bba4b2218df49f8bdad68,d93fb12e9181d6f2b0f66752f59218cdfede2f4cc3b4eaef11cc7238978303c9,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\HSI_DeReFusion,0
HSI,revin-DLinear,2022,stall,32.17,,,,,,,0
FTSE,DeReFusion,2022,ok,24.13,0.1917451769,0.3280301690,0.0355344266,41eaaba16adc7e790d5ccd08497c02b880405e2bb8b85cedb88f0e5bc09ca0a3,eb92d5a70620185a8541c0869763fa5e0405a9cd21a42cab830ab43ffa581789,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\FTSE_DeReFusion,0
FTSE,revin-DLinear,2022,stall,23.12,,,,,,,0
AUDUSD,DeReFusion,2021,ok,40.13,0.0842101499,0.2273493111,0.0269190371,a436acb1137d947d35b9c59e5d01ce7ece9ca14a094537f63050741118df8d5d,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\AUDUSD_DeReFusion,0
AUDUSD,revin-DLinear,2021,stall,17.06,,,,,,,0
USDCAD,revin-DLinear,2021,stall,23.08,,,,,,,0
GOLD,revin-DLinear,2021,stall,25.09,,,,,,,0
WTI,DeReFusion,2021,ok,25.08,0.0563779511,0.1914113909,27.0594997406,49871f7d46a54ff50a18dc911e313f67e6602cd104d44ad6f171515a761a81ae,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\WTI_DeReFusion,0
WTI,revin-DLinear,2021,stall,22.08,,,,,,,0
GLD,revin-DLinear,2021,stall,22.08,,,,,,,0
TLT,revin-DLinear,2021,stall,22.07,,,,,,,0
HSI,revin-DLinear,2022,stall,22.08,,,,,,,0
FTSE,revin-DLinear,2022,stall,22.08,,,,,,,0
RUT,DeReFusion,2022,ok,53.18,0.0826145560,0.2201997638,0.0636306778,f5d8d3b46535669935871e41732dee1aa534b0bd78e5a6f706a8cb0423af27d4,4933d3d2eae5d294e703c11c0dcae97b08c4d1f974c9e47cd6f467d432179d24,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\RUT_DeReFusion,0
RUT,revin-DLinear,2022,ok,11.03,0.1831726581,0.3452500403,0.1468257606,48897a6c5b7e0a5f0ccc066c7eef4d17e747cb88cbb53a1b24fa69fd03338092,4933d3d2eae5d294e703c11c0dcae97b08c4d1f974c9e47cd6f467d432179d24,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\RUT_revin-DLinear,0
GBPUSD,DeReFusion,2022,ok,52.18,0.0793954283,0.2248882651,50.7925529480,0cde3819e74add30600ed19624f18f577df57c07683c948449dff443ca4031be,c0f5cebda66209458a3e36de36f8b67e81084b6759f8ab4f4749a8edc693f566,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GBPUSD_DeReFusion,0
GBPUSD,revin-DLinear,2022,stall,15.06,,,,,,,0
AUDUSD,DeReFusion,2022,ok,20.07,0.0907923952,0.2380007952,0.0283559859,8147806a6e552f7aa9f9580c37c766ccfe1c871d9b39fe58b3ca45a80b3ac044,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\AUDUSD_DeReFusion,0
AUDUSD,revin-DLinear,2022,stall,17.07,,,,,,,0
USDCAD,DeReFusion,2022,ok,37.13,0.1470874399,0.2903873324,0.0487345830,a95dd5c2a47a59fcd3fb495d8b07be325e2d71fcc45093e6005a39910d6ead3e,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\USDCAD_DeReFusion,0
USDCAD,revin-DLinear,2022,stall,20.08,,,,,,,0
GOLD,DeReFusion,2022,ok,51.17,0.2495501190,0.3504404724,0.0080527300,4ea51c7b518b1f1bfe3acabee473ac434230a1ab499ae53eeaafa14bb474999d,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GOLD_DeReFusion,0
GOLD,revin-DLinear,2022,stall,34.45,,,,,,,0
WTI,DeReFusion,2022,ok,53.23,0.0491629057,0.1765595824,24.4091014862,0ec137dd05e69ea38f03b374dc378ea809e9b7b24410ec65eedfb50dc28dbbca,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\WTI_DeReFusion,0
WTI,revin-DLinear,2022,stall,17.08,,,,,,,0
GLD,DeReFusion,2022,ok,51.22,0.2722824216,0.3639503419,0.0088718021,be123a804429c20b538fd63aa5f2e385c84e25dc3790e29876919c5f2c395292,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GLD_DeReFusion,0
GLD,revin-DLinear,2022,stall,25.61,,,,,,,0
TLT,DeReFusion,2022,ok,50.25,0.0296339914,0.1359120160,0.0046544024,6d5e6ac9b85e6f323626c06693758d46dc53d0297121df95e26ff2a7406e21ac,2eca3dfab076ee37ddc70ac7d409f8754b768803f524a716cf62406976abc7c3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\TLT_DeReFusion,0
TLT,revin-DLinear,2022,stall,16.07,,,,,,,0
HSI,DeReFusion,2023,ok,43.17,0.1392325461,0.2688574493,59.2713661194,993df630775a7e9d815bf0475f7bb823864e811902f1398186d800147e6b6c49,d93fb12e9181d6f2b0f66752f59218cdfede2f4cc3b4eaef11cc7238978303c9,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\HSI_DeReFusion,0
HSI,revin-DLinear,2023,stall,37.17,,,,,,,0
FTSE,DeReFusion,2023,ok,34.15,0.1828933209,0.3206306398,0.0336041711,cfeedf84254afe0959f5e648061d926d802d2ee97b4e45121755a7d1e8b59906,eb92d5a70620185a8541c0869763fa5e0405a9cd21a42cab830ab43ffa581789,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\FTSE_DeReFusion,0
FTSE,revin-DLinear,2023,ok,19.08,0.2032536566,0.3463230729,0.0346323699,a69f3fb9267a30a02789bec0d72f95eb2f884f377ac06f915c0ca97f1d5da4a1,eb92d5a70620185a8541c0869763fa5e0405a9cd21a42cab830ab43ffa581789,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\FTSE_revin-DLinear,0
AUDUSD,revin-DLinear,2021,stall,24.16,,,,,,,0
USDCAD,revin-DLinear,2021,stall,13.08,,,,,,,0
GOLD,revin-DLinear,2021,stall,24.15,,,,,,,0
WTI,revin-DLinear,2021,ok,38.2,0.0439630970,0.1679092497,21.4550552368,da12c27556459f209d8ba37c296476f18f83bd9b02db4adde6a23941accde3db,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\WTI_revin-DLinear,0
GLD,revin-DLinear,2021,stall,29.15,,,,,,,0
TLT,revin-DLinear,2021,stall,23.11,,,,,,,0
HSI,revin-DLinear,2022,stall,15.07,,,,,,,0
FTSE,revin-DLinear,2022,stall,15.07,,,,,,,0
GBPUSD,revin-DLinear,2022,stall,19.09,,,,,,,0
AUDUSD,revin-DLinear,2022,stall,25.11,,,,,,,0
USDCAD,revin-DLinear,2022,stall,15.07,,,,,,,0
GOLD,revin-DLinear,2022,stall,26.12,,,,,,,0
WTI,revin-DLinear,2022,stall,15.07,,,,,,,0
GLD,revin-DLinear,2022,stall,15.07,,,,,,,0
TLT,revin-DLinear,2022,stall,15.07,,,,,,,0
HSI,revin-DLinear,2023,stall,21.1,,,,,,,0
RUT,DeReFusion,2023,ok,43.21,0.0788678825,0.2131376117,0.0653420240,af5e46e57294a2a6e4094d2b559f02bbeb1c2babbac48c6196e9354155a95946,4933d3d2eae5d294e703c11c0dcae97b08c4d1f974c9e47cd6f467d432179d24,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\RUT_DeReFusion,0
RUT,revin-DLinear,2023,ok,13.06,0.1490347534,0.3113258481,0.1233843118,e976779429a075f11f51223b71bbf3318c55484b0e3069fcabd95c3df9938ab3,4933d3d2eae5d294e703c11c0dcae97b08c4d1f974c9e47cd6f467d432179d24,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\RUT_revin-DLinear,0
AUDUSD,revin-DLinear,2021,ok,45.82,0.0792338550,0.2236586809,0.0255847108,1f1b9d54c524dae9e2cacee800b5944d77a5e9d248161a3d9a44649ee24b1cbb,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\AUDUSD_revin-DLinear,0
USDCAD,revin-DLinear,2021,ok,24.11,0.1550115347,0.3038002551,0.0497520231,bf5e9514da5eda82fecfb682f5ae53a38f68f37eb561d2aef798cecc55c15e29,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\USDCAD_revin-DLinear,0
GOLD,revin-DLinear,2021,ok,29.15,0.3188286722,0.3982966244,0.0100956019,b8e557b683b2d342bb49501bcba60201ea1069b1b9dd7d5dd3a17fb6134db0b8,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\GOLD_revin-DLinear,0
GLD,revin-DLinear,2021,ok,43.23,0.3165788949,0.3898743093,0.0100916661,6a353ad73c94369d51fcaab1c9053d99de99563db5f385d973cc58d55a491d83,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\GLD_revin-DLinear,0
TLT,revin-DLinear,2021,ok,55.31,0.0291526671,0.1379401684,0.0046961382,fee32d9a487c9829cff44f12fc9b73e3b900613952db13a0b2aa9b3984a87e9b,2eca3dfab076ee37ddc70ac7d409f8754b768803f524a716cf62406976abc7c3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\TLT_revin-DLinear,0
HSI,revin-DLinear,2022,ok,54.29,0.1384667605,0.2698465884,49.6420173645,b4ec2144ca06ff9e67a7a975ca81605d1da780a6f5bf447ff0abdc118a796f81,d93fb12e9181d6f2b0f66752f59218cdfede2f4cc3b4eaef11cc7238978303c9,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\HSI_revin-DLinear,0
FTSE,revin-DLinear,2022,ok,25.11,0.1816538721,0.3213279247,0.0325499699,4f5ceb2bd82ff74cd7ca2c7390975f5178ba0b23c09322340c1e05568b5eda2e,eb92d5a70620185a8541c0869763fa5e0405a9cd21a42cab830ab43ffa581789,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\FTSE_revin-DLinear,0
GBPUSD,revin-DLinear,2022,ok,38.17,0.0916252285,0.2411635369,48.3941917419,595aa7f6130271cce3857142bc6f7c7b87c8a125a547e7086629feec4a6793fe,c0f5cebda66209458a3e36de36f8b67e81084b6759f8ab4f4749a8edc693f566,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GBPUSD_revin-DLinear,0
AUDUSD,revin-DLinear,2022,ok,28.12,0.0811693519,0.2268822342,0.0260262284,ecd873f9e5677a02064f855c8320e54195830d1b08609d2b52494c8ab2a4f5cc,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\AUDUSD_revin-DLinear,0
USDCAD,revin-DLinear,2022,ok,30.14,0.1493550390,0.2971285284,0.0483932383,4707e44057b25e57c52e144fa7a9808b5572c330cf16745aec6c6dfac60bd10a,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\USDCAD_revin-DLinear,0
GOLD,revin-DLinear,2022,ok,45.21,0.2901302874,0.3764256835,0.0092766955,1f997ac06d2fe473892b5c75e3f98516e0ce52cd3f061a040f46aa4d0c9f7e65,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GOLD_revin-DLinear,0
WTI,revin-DLinear,2022,ok,51.23,0.0434043594,0.1667741090,20.6399326324,4bbc8c10f2ede3dd5dfc7d97623018b7b375e2cffe38b659ee7edfa7a8db9935,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\WTI_revin-DLinear,0
GLD,revin-DLinear,2022,ok,38.17,0.3215460479,0.3930452466,0.0102483323,299956ede26fdbfc98030a71ef6bafebe18bfbdf0fe163e5208f6e7d7ee27550,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GLD_revin-DLinear,0
TLT,revin-DLinear,2022,ok,43.19,0.0294270627,0.1385496706,0.0047369367,8f3e9b576a53bc3c5e1df1db1911e4bcac4c34eee1add380e906272f49a454ca,2eca3dfab076ee37ddc70ac7d409f8754b768803f524a716cf62406976abc7c3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\TLT_revin-DLinear,0
HSI,revin-DLinear,2023,ok,52.24,0.1382052600,0.2698374391,49.2378921509,94404ed8a4ed46c07320b0a1cce238ae6946a178ce20520af2ba00e161a2ea8c,d93fb12e9181d6f2b0f66752f59218cdfede2f4cc3b4eaef11cc7238978303c9,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\HSI_revin-DLinear,0
GBPUSD,DeReFusion,2023,ok,53.33,0.0810771585,0.2275098115,42.4330482483,d1b0a0564e6910efd55181d25bc4cdbe68ba820b662d708d607ff94c3fa96385,c0f5cebda66209458a3e36de36f8b67e81084b6759f8ab4f4749a8edc693f566,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GBPUSD_DeReFusion,0
GBPUSD,revin-DLinear,2023,ok,52.24,0.0890894905,0.2377464920,47.5757827759,07628cc52ce2f20abd1b864b80adc865c17f62714c4fe4ed824663c43c8db7ce,c0f5cebda66209458a3e36de36f8b67e81084b6759f8ab4f4749a8edc693f566,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GBPUSD_revin-DLinear,0
AUDUSD,DeReFusion,2023,ok,32.14,0.0848130435,0.2294295579,0.0274282806,351799d144ea58dd8a039bd65b9dda7ab1622a5de411450178884063654d6f7f,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\AUDUSD_DeReFusion,0
AUDUSD,revin-DLinear,2023,ok,39.17,0.0787327141,0.2225525230,0.0254098773,1ae5b4df352aed676008d50fc0e0c48b348bf61b2934b13c667101ebcf781d72,c3c695c27683281aa78120880d9f788cb177639289eb2c159a9d73668330d8f8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\AUDUSD_revin-DLinear,0
USDCAD,DeReFusion,2023,ok,54.25,0.1416914463,0.2874788940,0.0469506495,659dc8ba3a1384b3dd8bfac8bbe937c786b135dcb4df26b84e75374b9541cda6,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\USDCAD_DeReFusion,0
USDCAD,revin-DLinear,2023,ok,41.2,0.1414221674,0.2881760299,0.0463464074,6f2f6df602bd00f3556648339f61f5ef5c5dc21a54750d487eacd2e0e2e7c97c,8cb1658c21bc32337151f21cac50e2183d7b436644538c862fa80c4f7cb631c8,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\USDCAD_revin-DLinear,0
GOLD,DeReFusion,2023,ok,62.31,0.2527954578,0.3537266850,0.0081623644,60793cf06fe8bb9fc67747b0a244adb418e05d2aedd27a29a19747c04b7fc183,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GOLD_DeReFusion,0
GOLD,revin-DLinear,2023,ok,32.15,0.3317165077,0.4071952701,0.0104278559,e5cbdc3bd311c3d52ee351720208ddef6a5da29292cbd50dbda56ddee9984009,5e4fd07cabb4462e9aae4a6020d40386adb8ad53547189a23baa954147ea34a7,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GOLD_revin-DLinear,0
WTI,DeReFusion,2023,ok,41.21,0.0508040674,0.1801913530,23.2007160187,ca099388ec0ac9da60be1b627b5817f2690bf15335ecf4bb36824f05503fbe80,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\WTI_DeReFusion,0
WTI,revin-DLinear,2023,ok,60.29,0.0433596633,0.1666568965,20.7262630463,4b09f097fac2929f30d971d03db301aebd7774d610791a41e6b369d34fe00031,9dad7c4cb3880085ad39561f47788ca9582e2d7964a109c7260f16e1f8184ec3,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\WTI_revin-DLinear,0
GLD,DeReFusion,2023,ok,34.16,0.3103968501,0.3920853436,0.0102464072,9e30739030603c8418350e28f9127465a40a73b3cbd65adaa21d44b1fcb645ea,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GLD_DeReFusion,0
GLD,revin-DLinear,2023,ok,47.2,0.3193744123,0.3915719688,0.0101730693,d17bc0c496a3794528db83638eb147488180d1bd90613618aae20d319c0389e8,47b8466844ee38592331c525fb32059183c3d2ee66db6df547343d1fbd56f2dd,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\GLD_revin-DLinear,0
